Data;Nuovi casi;Deceduti;Dimessi_Guariti;Ricoverati
2022-09-23;26;0;27;13
2022-09-24;41;0;85;13
2022-09-25;38;0;37;13
2022-09-26;2;0;19;8
2022-09-27;35;0;0;9
2022-09-28;52;0;50;7
2022-09-29;26;0;20;8
2022-09-30;26;0;8;8
2022-10-01;54;0;12;8
2022-10-02;39;0;181;8
2022-10-03;13;0;5;9
2022-10-04;55;0;82;11
2022-10-05;26;0;24;12
2022-10-06;55;0;40;12
2022-10-07;52;0;32;12
2022-10-08;66;0;13;12
2022-10-09;71;0;30;12
2022-10-10;4;0;0;12
2022-10-11;47;0;58;11
2022-10-12;67;1;45;11
2022-10-13;44;1;44;10
2022-10-14;49;0;50;8
2022-10-15;56;0;33;8
2022-10-16;46;0;39;8
2022-10-17;49;0;29;8
2022-10-18;50;0;32;6
2022-10-19;64;0;7;8
2022-10-20;37;0;52;9
2022-10-21;41;0;63;9
2022-10-22;53;0;119;9
2022-10-23;36;0;38;7
2022-10-24;13;0;0;11
2022-10-25;70;0;121;10
2022-10-26;61;0;70;8
2022-10-27;58;0;31;7
2022-10-28;33;0;118;8
2022-10-29;47;0;7;8
2022-10-30;32;0;39;8
2022-10-31;1;0;59;8
2022-11-01;48;1;87;8
2022-11-02;9;0;55;7
2022-11-03;39;0;72;7
2022-11-04;63;0;35;8
2022-11-05;43;0;49;8
2022-11-06;34;1;18;8
2022-11-07;5;0;75;9
2022-11-08;53;0;20;9
2022-11-09;43;0;47;6
2022-11-10;41;0;63;6
2022-11-11;37;0;30;7
2022-11-12;45;0;25;7
2022-11-13;72;0;22;7
2022-11-14;7;0;27;9
2022-11-15;46;0;26;12
2022-11-16;49;0;57;13
2022-11-17;46;0;32;14
2022-11-18;37;0;25;14
2022-11-19;47;0;49;14
2022-11-20;73;0;32;14
2022-11-21;8;0;44;15
2022-11-22;46;0;54;14
2022-11-23;44;0;39;14
2022-11-24;35;0;45;14
2022-11-25;35;0;62;11
2022-11-26;36;0;36;11
2022-11-27;75;0;7;11
2022-11-28;5;0;51;14
2022-11-29;61;0;48;16
2022-11-30;15;0;4;16
2022-12-01;43;0;43;16
2022-12-02;31;0;38;12
2022-12-03;43;0;51;12
2022-12-04;70;0;22;12
2022-12-05;10;0;14;11
2022-12-06;44;0;88;11
2022-12-07;19;0;39;13
2022-12-08;45;0;26;13
2022-12-09;18;0;27;12
2022-12-10;53;0;54;12
2022-12-11;52;0;9;12
2022-12-12;23;0;29;13
2022-12-13;49;1;83;11
2022-12-14;44;0;31;11
2022-12-15;40;0;17;14
2022-12-16;38;0;34;12
2022-12-17;35;0;34;11
2022-12-18;87;0;15;11
2022-12-19;7;0;19;14
2022-12-20;28;0;75;15
2022-12-21;30;1;46;14
2022-12-22;30;0;11;14
2022-12-23;38;0;83;13
2022-12-24;75;0;80;13
2022-12-25;14;0;6;13
2022-12-26;0;0;14;13
2022-12-27;8;0;19;12
2022-12-28;44;0;77;10
2022-12-29;41;0;53;7
2022-12-30;36;0;50;8
2022-12-31;39;0;52;8
2023-01-01;43;0;40;8
2023-01-02;25;0;24;9
2023-01-03;30;1;167;13
2023-01-04;41;0;47;16
2023-01-05;30;0;50;16
2023-01-06;31;1;29;16
2023-01-07;7;0;17;16
2023-01-08;24;0;27;16
2023-01-09;16;0;47;20
2023-01-10;40;0;47;17
2023-01-11;30;1;34;16
2023-01-12;24;0;5;19
2023-01-13;23;0;39;18
2023-01-14;27;0;18;18
2023-01-15;37;0;49;17
2023-01-16;7;0;0;18
2023-01-17;19;0;34;19
2023-01-18;16;0;23;16
2023-01-19;12;1;24;18
2023-01-20;10;0;15;17
2023-01-21;17;1;20;17
2023-01-22;25;1;13;15
2023-01-23;7;0;15;16
2023-01-24;7;0;19;15
2023-01-25;13;0;24;12
2023-01-26;16;0;14;10
2023-01-27;9;1;11;12
2023-01-28;16;0;13;12
2023-01-29;24;0;7;12
2023-01-30;5;0;8;14
2023-01-31;6;0;17;12
2023-02-01;13;1;7;13
2023-02-02;12;0;22;13
2023-02-03;10;0;15;13
2023-02-04;18;0;16;12
2023-02-05;30;0;14;11
2023-02-06;1;0;7;10
2023-02-07;15;0;24;8
2023-02-08;10;0;1;8
